datetime,Content_Service,Media_Service,rps,n_containers,hour,minute,second,dayofweek,is_weekend,is_peak,hour_sin,hour_cos,dow_sin,dow_cos,day_pos,day_pos_sin,day_pos_cos,lag_30s,lag_1m,lag_2m,lag_5m,lag_10m,lag_30m,lag_1h,lag_6h,lag_24h,roll_1m_mean,roll_1m_std,roll_1m_max,roll_5m_mean,roll_5m_std,roll_5m_max,roll_15m_mean,roll_15m_std,roll_15m_max,roll_30m_mean,roll_30m_std,roll_30m_max,roll_1h_mean,roll_1h_std,roll_1h_max,diff_1,diff_2,diff_10,pct_chg_1,same_time_yesterday
1995-08-29 00:07:00,12,48,60,6,0,7,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0049,0.0305,0.9995,24.0000,36.0000,12.0000,12.0000,21.0000,30.0000,18.0000,27.0000,21.0000,42.0000,25.4558,60.0000,24.0000,14.2829,60.0000,21.4000,9.3129,60.0000,22.7000,7.5201,60.0000,23.6250,7.6070,60.0000,36.0000,24.0000,48.0000,1.5000,21.0000
1995-08-29 00:07:30,6,24,24,3,0,7,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0052,0.0327,0.9995,60.0000,24.0000,15.0000,15.0000,24.0000,27.0000,36.0000,21.0000,21.0000,42.0000,25.4558,60.0000,24.9000,13.9320,60.0000,21.3000,9.2667,60.0000,22.6500,7.5010,60.0000,23.5250,7.5214,60.0000,-36.0000,0.0000,9.0000,-0.6000,21.0000
1995-08-29 00:08:00,9,18,21,3,0,8,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0056,0.0349,0.9994,24.0000,60.0000,36.0000,21.0000,30.0000,24.0000,21.0000,15.0000,18.0000,22.5000,2.1213,24.0000,24.9000,13.9320,60.0000,21.6000,9.0995,60.0000,22.6000,7.5019,60.0000,23.5250,7.5214,60.0000,-3.0000,-39.0000,0.0000,-0.1250,18.0000
1995-08-29 00:08:30,6,24,27,3,0,8,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0059,0.0371,0.9993,21.0000,24.0000,24.0000,18.0000,24.0000,27.0000,15.0000,18.0000,12.0000,24.0000,4.2426,27.0000,25.8000,13.7259,60.0000,21.6000,9.0995,60.0000,22.6000,7.5019,60.0000,23.6250,7.4868,60.0000,6.0000,3.0000,9.0000,0.2857,12.0000
1995-08-29 00:09:00,6,15,15,2,0,9,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0063,0.0393,0.9992,27.0000,21.0000,60.0000,21.0000,15.0000,21.0000,18.0000,33.0000,24.0000,21.0000,8.4853,27.0000,25.2000,14.0855,60.0000,21.5000,9.1567,60.0000,22.5000,7.5633,60.0000,23.6000,7.5107,60.0000,-12.0000,-6.0000,-6.0000,-0.4444,24.0000
1995-08-29 00:09:30,6,12,12,2,0,9,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0066,0.0414,0.9991,15.0000,27.0000,24.0000,18.0000,21.0000,24.0000,27.0000,18.0000,30.0000,13.5000,2.1213,15.0000,24.6000,14.5465,60.0000,21.1000,9.3046,60.0000,22.3000,7.6807,60.0000,23.4750,7.5781,60.0000,-3.0000,-15.0000,-6.0000,-0.2000,30.0000
1995-08-29 00:10:00,6,21,27,3,0,10,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0069,0.0436,0.9990,12.0000,15.0000,21.0000,12.0000,21.0000,21.0000,12.0000,33.0000,21.0000,19.5000,10.6066,27.0000,26.1000,13.8600,60.0000,21.2000,9.3529,60.0000,22.4000,7.7025,60.0000,23.6000,7.5107,60.0000,15.0000,12.0000,15.0000,1.2500,21.0000
1995-08-29 00:10:30,9,36,42,5,0,10,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0073,0.0458,0.9990,27.0000,12.0000,27.0000,15.0000,15.0000,21.0000,21.0000,30.0000,24.0000,34.5000,10.6066,42.0000,28.8000,14.0855,60.0000,21.9000,10.0939,60.0000,22.7500,8.1045,60.0000,23.7750,7.6920,60.0000,15.0000,30.0000,27.0000,0.5556,24.0000
1995-08-29 00:11:00,6,30,30,3,0,11,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0076,0.0480,0.9988,42.0000,27.0000,15.0000,36.0000,15.0000,24.0000,18.0000,21.0000,18.0000,36.0000,8.4853,42.0000,28.2000,13.8708,60.0000,22.1000,10.1958,60.0000,22.8500,8.1570,60.0000,23.8750,7.6943,60.0000,-12.0000,3.0000,-6.0000,-0.2857,18.0000
1995-08-29 00:11:30,9,12,15,2,0,11,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0080,0.0502,0.9987,30.0000,42.0000,12.0000,24.0000,12.0000,33.0000,24.0000,21.0000,30.0000,22.5000,10.6066,30.0000,27.3000,14.4534,60.0000,22.1000,10.1958,60.0000,22.5500,8.1082,60.0000,23.8000,7.7368,60.0000,-15.0000,-27.0000,-9.0000,-0.5000,30.0000
1995-08-29 00:12:00,6,15,18,2,0,12,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0083,0.0523,0.9986,15.0000,30.0000,27.0000,60.0000,12.0000,30.0000,15.0000,18.0000,24.0000,16.5000,2.1213,18.0000,23.1000,8.9499,42.0000,22.0000,10.2217,60.0000,22.3500,8.0692,60.0000,23.8250,7.7130,60.0000,3.0000,-12.0000,-42.0000,0.2000,24.0000
1995-08-29 00:12:30,6,21,24,3,0,12,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0087,0.0545,0.9985,18.0000,15.0000,42.0000,24.0000,15.0000,24.0000,36.0000,21.0000,24.0000,21.0000,4.2426,24.0000,23.1000,8.9499,42.0000,22.0000,10.2217,60.0000,22.3500,8.0692,60.0000,23.7250,7.6312,60.0000,6.0000,9.0000,0.0000,0.3333,24.0000
1995-08-29 00:13:00,3,24,24,3,0,13,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0090,0.0567,0.9984,24.0000,18.0000,30.0000,21.0000,21.0000,18.0000,30.0000,30.0000,18.0000,24.0000,0.0000,24.0000,23.4000,8.9219,42.0000,21.8000,10.1179,60.0000,22.4500,8.0516,60.0000,23.6750,7.6093,60.0000,0.0000,6.0000,3.0000,0.0000,18.0000
1995-08-29 00:13:30,6,15,18,2,0,13,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0094,0.0589,0.9983,24.0000,24.0000,15.0000,27.0000,18.0000,33.0000,39.0000,18.0000,24.0000,21.0000,4.2426,24.0000,22.5000,8.9722,42.0000,21.6000,10.1322,60.0000,22.2000,7.9507,60.0000,23.5000,7.4945,60.0000,-6.0000,-6.0000,-9.0000,-0.2500,24.0000
1995-08-29 00:14:00,6,21,27,3,0,14,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0097,0.0610,0.9981,18.0000,24.0000,18.0000,15.0000,21.0000,15.0000,30.0000,15.0000,18.0000,22.5000,6.3640,27.0000,23.7000,8.6545,42.0000,22.0000,10.0995,60.0000,22.4000,7.9174,60.0000,23.4750,7.4777,60.0000,9.0000,3.0000,12.0000,0.5000,18.0000
1995-08-29 00:14:30,6,18,21,3,0,14,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0101,0.0632,0.9980,27.0000,18.0000,24.0000,12.0000,18.0000,24.0000,27.0000,27.0000,12.0000,24.0000,4.2426,27.0000,24.6000,7.7201,42.0000,22.0000,10.0995,60.0000,22.3500,7.9166,60.0000,23.4250,7.4739,60.0000,-6.0000,3.0000,9.0000,-0.2222,12.0000
1995-08-29 00:15:00,9,21,27,3,0,15,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0104,0.0654,0.9979,21.0000,27.0000,24.0000,27.0000,12.0000,21.0000,24.0000,30.0000,18.0000,24.0000,4.2426,27.0000,24.6000,7.7201,42.0000,22.2000,10.1384,60.0000,22.4500,7.9371,60.0000,23.4500,7.4809,60.0000,6.0000,0.0000,0.0000,0.2857,18.0000
1995-08-29 00:15:30,9,18,21,3,0,15,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0108,0.0676,0.9977,27.0000,21.0000,18.0000,42.0000,15.0000,18.0000,15.0000,30.0000,18.0000,24.0000,4.2426,27.0000,22.5000,4.7434,30.0000,22.4000,10.0502,60.0000,22.5000,7.9180,60.0000,23.5000,7.4439,60.0000,-6.0000,0.0000,-21.0000,-0.2222,18.0000
1995-08-29 00:16:00,6,24,27,3,0,16,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0111,0.0698,0.9976,21.0000,27.0000,27.0000,30.0000,36.0000,27.0000,30.0000,24.0000,27.0000,24.0000,4.2426,27.0000,22.2000,4.2895,27.0000,22.8000,9.9841,60.0000,22.5000,7.9180,60.0000,23.4750,7.4269,60.0000,6.0000,0.0000,-3.0000,0.2857,27.0000
1995-08-29 00:16:30,6,9,9,1,0,16,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0115,0.0719,0.9974,27.0000,21.0000,21.0000,15.0000,24.0000,33.0000,18.0000,18.0000,33.0000,18.0000,12.7279,27.0000,21.6000,5.6214,27.0000,22.7000,10.1103,60.0000,22.1000,7.9845,60.0000,23.4000,7.5274,60.0000,-18.0000,-12.0000,-6.0000,-0.6667,33.0000
1995-08-29 00:17:00,3,21,21,3,0,17,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0118,0.0741,0.9973,9.0000,27.0000,27.0000,18.0000,60.0000,21.0000,27.0000,30.0000,24.0000,15.0000,8.4853,21.0000,21.9000,5.4863,27.0000,23.0000,9.9134,60.0000,22.1000,7.9845,60.0000,23.3500,7.5232,60.0000,12.0000,-6.0000,3.0000,1.3333,24.0000
1995-08-29 00:17:30,6,21,27,3,0,17,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0122,0.0763,0.9971,21.0000,9.0000,21.0000,24.0000,24.0000,21.0000,12.0000,24.0000,21.0000,24.0000,4.2426,27.0000,22.2000,5.6921,27.0000,23.4000,9.8212,60.0000,22.2000,8.0080,60.0000,23.4750,7.4574,60.0000,6.0000,18.0000,3.0000,0.2857,21.0000
1995-08-29 00:18:00,6,21,21,3,0,18,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0125,0.0785,0.9969,27.0000,21.0000,27.0000,24.0000,21.0000,30.0000,18.0000,51.0000,30.0000,24.0000,4.2426,27.0000,21.9000,5.6657,27.0000,23.4000,9.8212,60.0000,22.0500,7.9435,60.0000,23.5000,7.4439,60.0000,-6.0000,0.0000,-3.0000,-0.2222,30.0000
1995-08-29 00:18:30,9,12,15,2,0,18,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0128,0.0806,0.9967,21.0000,27.0000,9.0000,18.0000,27.0000,21.0000,15.0000,27.0000,33.0000,18.0000,4.2426,21.0000,21.6000,5.9666,27.0000,23.3000,9.8930,60.0000,21.9500,7.9945,60.0000,23.5000,7.4439,60.0000,-6.0000,-12.0000,-3.0000,-0.2857,33.0000
1995-08-29 00:19:00,6,12,18,2,0,19,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0132,0.0828,0.9966,15.0000,21.0000,21.0000,27.0000,15.0000,27.0000,18.0000,30.0000,21.0000,16.5000,2.1213,18.0000,20.7000,5.7359,27.0000,23.2000,9.9322,60.0000,21.8000,7.9826,60.0000,23.5000,7.4439,60.0000,3.0000,-3.0000,-9.0000,0.2000,21.0000
1995-08-29 00:19:30,6,9,12,2,0,19,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0135,0.0850,0.9964,18.0000,15.0000,27.0000,21.0000,12.0000,30.0000,18.0000,30.0000,45.0000,15.0000,4.2426,18.0000,19.8000,6.3561,27.0000,23.0000,10.0995,60.0000,21.5000,8.0074,60.0000,23.4500,7.5011,60.0000,-6.0000,-3.0000,-9.0000,-0.3333,45.0000
1995-08-29 00:20:00,9,18,24,3,0,20,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0139,0.0872,0.9962,12.0000,18.0000,21.0000,27.0000,27.0000,18.0000,21.0000,27.0000,18.0000,18.0000,8.4853,24.0000,19.5000,6.0415,27.0000,23.4000,9.8842,60.0000,21.6000,8.0004,60.0000,23.4750,7.4979,60.0000,12.0000,6.0000,-3.0000,1.0000,18.0000
1995-08-29 00:20:30,3,12,15,2,0,20,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0142,0.0893,0.9960,24.0000,12.0000,15.0000,21.0000,42.0000,27.0000,18.0000,33.0000,21.0000,19.5000,6.3640,24.0000,18.9000,6.1725,27.0000,23.4000,9.8842,60.0000,21.4000,8.0131,60.0000,23.4500,7.5212,60.0000,-9.0000,3.0000,-6.0000,-0.3750,21.0000
1995-08-29 00:21:00,12,15,15,2,0,21,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0146,0.0915,0.9958,15.0000,24.0000,18.0000,27.0000,30.0000,18.0000,18.0000,27.0000,21.0000,15.0000,0.0000,15.0000,17.7000,5.5588,27.0000,22.7000,9.7030,60.0000,21.3500,8.0440,60.0000,23.4250,7.5444,60.0000,0.0000,-9.0000,-12.0000,0.0000,21.0000
1995-08-29 00:21:30,6,18,18,2,0,21,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0149,0.0937,0.9956,15.0000,15.0000,12.0000,9.0000,15.0000,24.0000,39.0000,42.0000,15.0000,16.5000,2.1213,18.0000,18.6000,4.6476,27.0000,22.5000,9.7371,60.0000,21.2500,8.0478,60.0000,23.2500,7.4227,60.0000,3.0000,3.0000,9.0000,0.2000,15.0000
1995-08-29 00:22:00,3,9,9,1,0,22,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0153,0.0958,0.9954,18.0000,15.0000,24.0000,21.0000,18.0000,18.0000,39.0000,39.0000,9.0000,13.5000,6.3640,18.0000,17.4000,5.4406,27.0000,20.8000,7.0437,42.0000,21.1000,8.1920,60.0000,23.0000,7.3929,60.0000,-9.0000,-6.0000,-12.0000,-0.5000,9.0000
1995-08-29 00:22:30,6,9,9,1,0,22,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0156,0.0980,0.9952,9.0000,18.0000,15.0000,27.0000,24.0000,27.0000,30.0000,36.0000,15.0000,9.0000,0.0000,9.0000,15.6000,4.8580,24.0000,20.3000,7.3351,42.0000,20.8000,8.3011,60.0000,22.8250,7.4739,60.0000,0.0000,-9.0000,-18.0000,0.0000,15.0000
1995-08-29 00:23:00,6,12,15,2,0,23,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0160,0.1002,0.9950,9.0000,9.0000,15.0000,21.0000,24.0000,12.0000,36.0000,54.0000,18.0000,12.0000,4.2426,15.0000,15.0000,4.4721,24.0000,20.1000,7.3969,42.0000,20.8500,8.2561,60.0000,22.6500,7.4084,60.0000,6.0000,6.0000,-6.0000,0.6667,18.0000
1995-08-29 00:23:30,3,12,12,2,0,23,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0163,0.1024,0.9947,15.0000,9.0000,18.0000,15.0000,18.0000,27.0000,27.0000,36.0000,15.0000,13.5000,2.1213,15.0000,14.7000,4.5717,24.0000,19.6000,7.4213,42.0000,20.6000,8.2938,60.0000,22.5250,7.4608,60.0000,-3.0000,3.0000,-3.0000,-0.2000,15.0000
1995-08-29 00:24:00,6,21,21,3,0,24,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0167,0.1045,0.9945,12.0000,15.0000,9.0000,18.0000,27.0000,18.0000,30.0000,36.0000,12.0000,16.5000,6.3640,21.0000,15.0000,4.8990,24.0000,19.8000,7.3738,42.0000,20.6500,8.2869,60.0000,22.4500,7.4302,60.0000,9.0000,6.0000,3.0000,0.7500,12.0000
1995-08-29 00:24:30,9,21,24,3,0,24,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0170,0.1067,0.9943,21.0000,12.0000,9.0000,12.0000,21.0000,24.0000,27.0000,30.0000,21.0000,22.5000,2.1213,24.0000,16.2000,5.5136,24.0000,20.2000,7.2607,42.0000,20.6500,8.2869,60.0000,22.4250,7.4198,60.0000,3.0000,12.0000,12.0000,0.1429,21.0000
1995-08-29 00:25:00,6,21,21,3,0,25,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0174,0.1089,0.9941,24.0000,21.0000,15.0000,24.0000,27.0000,24.0000,33.0000,36.0000,24.0000,22.5000,2.1213,24.0000,15.9000,5.1088,24.0000,20.0000,7.1487,42.0000,20.6000,8.2753,60.0000,22.3250,7.3567,60.0000,-3.0000,0.0000,-3.0000,-0.1250,24.0000
1995-08-29 00:25:30,6,15,18,2,0,25,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0177,0.1110,0.9938,21.0000,24.0000,12.0000,15.0000,21.0000,21.0000,36.0000,18.0000,15.0000,19.5000,2.1213,21.0000,16.2000,5.1381,24.0000,19.2000,5.8215,30.0000,20.5500,8.2819,60.0000,22.1750,7.2583,60.0000,-3.0000,-6.0000,3.0000,-0.1429,15.0000
1995-08-29 00:26:00,6,27,27,3,0,26,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0181,0.1132,0.9936,18.0000,21.0000,21.0000,15.0000,27.0000,24.0000,21.0000,15.0000,24.0000,22.5000,6.3640,27.0000,17.4000,6.1319,27.0000,19.1000,5.6529,27.0000,20.6000,8.3121,60.0000,22.2250,7.2708,60.0000,9.0000,6.0000,12.0000,0.5000,24.0000
1995-08-29 00:26:30,12,24,36,4,0,26,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0184,0.1154,0.9933,27.0000,18.0000,24.0000,18.0000,9.0000,15.0000,21.0000,24.0000,12.0000,31.5000,6.3640,36.0000,19.2000,8.5088,36.0000,19.8000,6.3810,36.0000,20.9500,8.5121,60.0000,22.3500,7.3777,60.0000,9.0000,18.0000,18.0000,0.3333,12.0000
1995-08-29 00:27:00,9,21,21,3,0,27,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0187,0.1175,0.9931,36.0000,27.0000,21.0000,9.0000,21.0000,21.0000,24.0000,27.0000,9.0000,28.5000,10.6066,36.0000,20.4000,7.7201,36.0000,19.9000,6.3753,36.0000,20.9500,8.5121,60.0000,22.3250,7.3772,60.0000,-15.0000,-6.0000,12.0000,-0.4167,9.0000
1995-08-29 00:27:30,9,21,27,3,0,27,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0191,0.1197,0.9928,21.0000,36.0000,18.0000,9.0000,27.0000,24.0000,24.0000,27.0000,18.0000,24.0000,4.2426,27.0000,22.2000,6.8118,36.0000,20.0000,6.4648,36.0000,21.0000,8.5390,60.0000,22.3500,7.3880,60.0000,6.0000,-9.0000,18.0000,0.2857,18.0000
1995-08-29 00:28:00,3,15,15,2,0,28,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0194,0.1219,0.9925,27.0000,21.0000,27.0000,15.0000,21.0000,30.0000,30.0000,54.0000,9.0000,21.0000,8.4853,27.0000,22.2000,6.8118,36.0000,19.7000,6.4815,36.0000,20.7500,8.4905,60.0000,22.2250,7.3844,60.0000,-12.0000,-6.0000,0.0000,-0.4444,9.0000
1995-08-29 00:28:30,9,18,21,3,0,28,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0198,0.1240,0.9923,15.0000,27.0000,36.0000,12.0000,15.0000,24.0000,42.0000,33.0000,15.0000,18.0000,4.2426,21.0000,23.1000,5.8395,36.0000,19.8000,6.4775,36.0000,20.7000,8.4799,60.0000,22.0500,7.1571,60.0000,6.0000,-6.0000,9.0000,0.4000,15.0000
1995-08-29 00:29:00,6,15,21,3,0,29,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0201,0.1262,0.9920,21.0000,15.0000,21.0000,21.0000,18.0000,15.0000,18.0000,36.0000,9.0000,21.0000,0.0000,21.0000,23.1000,5.8395,36.0000,19.6000,6.3387,36.0000,20.8000,8.4468,60.0000,22.0750,7.1481,60.0000,0.0000,6.0000,0.0000,0.0000,9.0000
1995-08-29 00:29:30,6,21,24,3,0,29,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0205,0.1284,0.9917,21.0000,21.0000,27.0000,24.0000,12.0000,21.0000,18.0000,45.0000,21.0000,22.5000,2.1213,24.0000,23.1000,5.8395,36.0000,19.7000,6.3851,36.0000,20.8500,8.4569,60.0000,22.1250,7.1403,60.0000,3.0000,3.0000,0.0000,0.1429,21.0000
1995-08-29 00:30:00,6,12,18,2,0,30,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0208,0.1305,0.9914,24.0000,21.0000,15.0000,21.0000,24.0000,21.0000,12.0000,39.0000,18.0000,21.0000,4.2426,24.0000,22.8000,6.0332,36.0000,19.4000,6.2400,36.0000,20.8000,8.4649,60.0000,22.1750,7.0897,60.0000,-6.0000,-3.0000,-3.0000,-0.2500,18.0000
1995-08-29 00:30:30,6,15,15,2,0,30,30,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0212,0.1327,0.9912,18.0000,24.0000,21.0000,18.0000,15.0000,15.0000,21.0000,33.0000,18.0000,16.5000,2.1213,18.0000,22.5000,6.3640,36.0000,19.2000,6.2830,36.0000,20.8000,8.4649,60.0000,22.1250,7.1191,60.0000,-3.0000,-9.0000,-3.0000,-0.1667,18.0000
1995-08-29 00:31:00,6,15,21,3,0,31,0,1,0,0,0.0000,1.0000,0.7818,0.6235,0.0215,0.1349,0.9909,15.0000,18.0000,21.0000,27.0000,15.0000,15.0000,21.0000,24.0000,18.0000,18.0000,4.2426,21.0000,21.9000,6.1725,36.0000,19.0000,6.1195,36.0000,20.9000,8.4306,60.0000,22.1250,7.1191,60.0000,6.0000,3.0000,-6.0000,0.4000,18.0000
